,Name,Type,Area,Neighborhood,Address,Lat,Long,Price,Comida_rating,Servicio_rating,Ambiente_rating,Votes,Menu_ejecutivo,Acceso_discapacitados,Estacionamientos,Kosher,Wifi,Domicilio,Dog_friendly,agg_rating,text
235,Kaifish (Balboa Boutiques) ,"['Caribeña', 'Japonesa']",Panamá,Marbella/Area Bancaria,"Avenida Balboa, Balboa Boutiques",8.9760575821345,-79.520577382803,16,4.6,4.5,4.2,376,0,1,1,0,1,0,0,13.3,Kaifish (Balboa Boutiques)  (376 Check-ins)<br>Price: $16.<br>Rating: 13.3/15.
315,Panos Kretan House (Bella Vista) ,['Griega'],Panamá,Bella Vista,Calle 49 y Calle Uruguay,8.9782557792969,-79.524364471436,16,4.4,3.7,3.6,1237,0,1,1,0,0,0,0,11.700000000000001,Panos Kretan House (Bella Vista)  (1237 Check-ins)<br>Price: $16.<br>Rating: 11.7/15.
451,Sushi Express (Area Bancaria) ,['Japonesa'],Panamá,Marbella/Area Bancaria,Calle Beatriz de Cabal,8.981616,-79.523483,16,4.2,3.8,4.0,199,1,0,1,0,1,1,0,12.0,Sushi Express (Area Bancaria)  (199 Check-ins)<br>Price: $16.<br>Rating: 12.0/15.
404,Jeffrey's ,['Pastelería'],Panamá,Paitilla/Punta Pacifica,Calle Ramón H. Jurado,8.9778186370065,-79.513498842716,16,4.3,4.2,4.0,214,0,0,1,0,0,0,0,12.5,Jeffrey's  (214 Check-ins)<br>Price: $16.<br>Rating: 12.5/15.
430,Sorrento ,"['Italiana', 'Internacional']",Panamá,San Francisco,Via Porras y Calle 69,8.996292075427199,-79.510588645935,16,4.2,4.1,3.8,736,0,0,1,0,0,0,0,12.100000000000001,Sorrento  (736 Check-ins)<br>Price: $16.<br>Rating: 12.1/15.
494,Churreria Manolo (Via Argentina) ,['Internacional'],Panamá,El Carmen/El Cangrejo,Via Argentina,8.989043754125099,-79.525308609009,16,4.0,3.8,3.5,596,1,0,1,0,1,0,0,11.3,Churreria Manolo (Via Argentina)  (596 Check-ins)<br>Price: $16.<br>Rating: 11.3/15.
586,Bliss Grill Panama ,"['Internacional', 'Parrillada']",Panamá,El Carmen/El Cangrejo,"Ave. Manuel Espinosa Batista, y  Ave Transistmica.",8.9882489732258,-79.532239437103,16,4.1,4.2,3.8,104,1,1,1,0,1,0,0,12.100000000000001,Bliss Grill Panama  (104 Check-ins)<br>Price: $16.<br>Rating: 12.1/15.
331,Sangucheria Lima 507 ,['Peruana'],Panamá,San Francisco,"Calle Heliotropos, entre calles 68 y 69",8.9948217813931,-79.510899811114,16,4.4,4.3,3.9,514,0,1,1,0,1,0,0,12.6,Sangucheria Lima 507  (514 Check-ins)<br>Price: $16.<br>Rating: 12.6/15.
584,Piloto ,['Internacional'],Panamá,San Francisco,Via Porras N° 160 entre Calle 72,8.9968802003951,-79.50818002224,16,4.1,3.7,3.3,130,0,0,1,0,0,0,0,11.1,Piloto  (130 Check-ins)<br>Price: $16.<br>Rating: 11.1/15.
333,Paraiso Cafe ,['Creativa'],Panamá,San Francisco,"Detrás de la BMW, Plaza San Francisco (donde se encuentra MailBoxes Etc)",8.9923927429803,-79.50126830488401,16,4.4,4.5,4.6,506,1,1,1,0,1,1,1,13.5,Paraiso Cafe  (506 Check-ins)<br>Price: $16.<br>Rating: 13.5/15.
449,La Milonga ,"['Brasilera', 'Uruguaya']",Panamá,Marbella/Area Bancaria,Avenida 5a B Sur,8.976772142716,-79.524262547493,17,4.2,3.8,4.1,229,1,1,0,0,1,1,1,12.1,La Milonga  (229 Check-ins)<br>Price: $17.<br>Rating: 12.1/15.
442,Maisa (Casco Antiguo) ,"['Cevicheria', 'Pescados y Mariscos']",Panamá,Casco Antiguo,"Ave. A, lateral al Paseo Esteban Huertas",8.9512788086819,-79.53227866441,17,4.2,3.8,3.8,319,0,0,0,0,0,0,0,11.8,Maisa (Casco Antiguo)  (319 Check-ins)<br>Price: $17.<br>Rating: 11.8/15.
465,Del Prado ,['Internacional'],Panamá,El Carmen/El Cangrejo,Via Argentina y Calle F,8.988548340902598,-79.52448785305,17,4.1,3.5,3.5,491,1,1,1,0,0,0,0,11.1,Del Prado  (491 Check-ins)<br>Price: $17.<br>Rating: 11.1/15.
433,Pizzeria Italia (Tumba Muerto) ,"['Italiana', 'Pizzeria']",Panamá,El Dorado/Bethania,"Ave. Ricardo J. Alfaro, entrada a Los Angeles",8.9977544384457,-79.53311920166,17,4.2,3.9,3.7,628,0,1,1,0,0,0,0,11.8,Pizzeria Italia (Tumba Muerto)  (628 Check-ins)<br>Price: $17.<br>Rating: 11.8/15.
429,Costa Azul ,['Internacional'],Panamá,Marbella/Area Bancaria,Calle Ricardo Arias,8.9819012605416,-79.524879455566,17,4.2,3.9,3.7,856,0,1,0,0,0,0,0,11.8,Costa Azul  (856 Check-ins)<br>Price: $17.<br>Rating: 11.8/15.
391,Sushi House (Costa del Este) ,['Japonesa'],Panamá,Costa del Este,"Av. Centenario, Plaza 507",9.017036000000001,-79.464685,17,4.3,3.7,3.8,410,0,1,1,0,1,1,0,11.8,Sushi House (Costa del Este)  (410 Check-ins)<br>Price: $17.<br>Rating: 11.8/15.
418,Café Ejecutivo (Hotel Ejecutivo) ,['Internacional'],Panamá,Bella Vista,"Aquilino De La Guardia, Hotel ejecutivo",8.980730300000001,-79.52777090000001,17,4.3,3.8,4.0,128,0,0,0,0,0,0,0,12.1,Café Ejecutivo (Hotel Ejecutivo)  (128 Check-ins)<br>Price: $17.<br>Rating: 12.1/15.
432,Boulevard Balboa ,['Internacional'],Panamá,Bella Vista,Avenida Balboa y Calle 33,8.967350908843802,-79.533108472824,17,4.2,4.1,3.8,654,0,1,1,0,0,0,0,12.100000000000001,Boulevard Balboa  (654 Check-ins)<br>Price: $17.<br>Rating: 12.1/15.
583,Papa John's (Centennial) ,"['Pizzeria', 'Americana']",Panamá,Condado del Rey,Centennial Plaza,9.030694893793699,-79.531338214874,17,4.1,3.6,3.3,132,0,1,1,0,1,1,0,11.0,Papa John's (Centennial)  (132 Check-ins)<br>Price: $17.<br>Rating: 11.0/15.
376,Kaifish (Costa del Este) ,"['Caribeña', 'Japonesa']",Panamá,Costa del Este,Plaza Ocean Mall,9.0099912579805,-79.47491225893,17,4.4,4.2,4.3,111,0,1,1,0,1,1,0,12.900000000000002,Kaifish (Costa del Este)  (111 Check-ins)<br>Price: $17.<br>Rating: 12.9/15.
206,Caffe Per Due ,['Italiana'],Panamá,Casco Antiguo,AVENIDA A FINAL   entre calle primera y calle segunda (a lado de la farmacia Revilla),8.9511360645566,-79.532572031021,17,4.7,4.5,4.5,293,1,0,1,0,1,0,0,13.7,Caffe Per Due  (293 Check-ins)<br>Price: $17.<br>Rating: 13.7/15.
604,Los Carbones Steak House ,['Parrillada'],Panamá,El Dorado/Bethania,"Vía Ricardo J. Alfaro, Área industrial Calle Harry Heno",9.0025388674519,-79.530737400055,17,3.8,3.7,3.7,105,1,1,1,0,1,0,0,11.2,Los Carbones Steak House  (105 Check-ins)<br>Price: $17.<br>Rating: 11.2/15.
599,Papa John's (Costa del Este) ,"['Pizzeria', 'Americana']",Panamá,Costa del Este,"Ave. Centenario, CC Galerias del Este",9.017091,-79.463302,17,3.8,2.9,3.0,430,1,0,1,0,0,1,0,9.7,Papa John's (Costa del Este)  (430 Check-ins)<br>Price: $17.<br>Rating: 9.7/15.
587,La Mexicanita (Bella Vista) ,['Mexicana'],Panamá,Bella Vista,"Calle 45 Este, Edif. La Exitosa, frente al Parque Urraca",8.9763800377486,-79.528795480728,17,4.1,3.5,3.0,95,0,1,1,0,1,0,0,10.6,La Mexicanita (Bella Vista)  (95 Check-ins)<br>Price: $17.<br>Rating: 10.6/15.
256,We Fresh Market (San Francisco) ,['Saludable'],Panamá,San Francisco,"Calle 69 Este, SF69 Plaza",8.989783561111599,-79.509508050978,17,4.6,4.4,4.3,93,0,1,1,0,1,1,0,13.3,We Fresh Market (San Francisco)  (93 Check-ins)<br>Price: $17.<br>Rating: 13.3/15.
555,Cafe Collins ,['Internacional'],Panamá,Obarrio,"Soho City Center, calle 50",8.9829874796959,-79.519305825233,17,4.4,4.1,3.9,94,0,1,1,0,0,0,0,12.4,Cafe Collins  (94 Check-ins)<br>Price: $17.<br>Rating: 12.4/15.
263,Ihop (Costa del Este) ,['Americana'],Panamá,Costa del Este,"Avenida Centenario, Rada Plaza",9.015249996299401,-79.477803357919,17,4.5,4.2,4.2,1674,1,0,1,0,1,1,0,12.899999999999999,Ihop (Costa del Este)  (1674 Check-ins)<br>Price: $17.<br>Rating: 12.9/15.
267,Barrio Pizza (Costa del Este) ,['Pizzeria'],Panamá,Costa del Este,Rada Plaza Local Nro. 10,9.0153394204605,-79.47760283947,17,4.5,4.3,4.3,900,0,1,1,0,1,0,0,13.100000000000001,Barrio Pizza (Costa del Este)  (900 Check-ins)<br>Price: $17.<br>Rating: 13.1/15.
271,El Trapiche (San Francisco) ,['Panameña'],Panamá,San Francisco,"Calle 71, con Avenida 5 C Sur",8.98849568665,-79.50770560651999,17,4.5,4.4,4.4,733,0,1,1,0,0,0,0,13.3,El Trapiche (San Francisco)  (733 Check-ins)<br>Price: $17.<br>Rating: 13.3/15.
545,Pizzeria Casco 507 ,['Italiana'],Panamá,Casco Antiguo,"Calle 8, San Felipe. Edificio Marquez Del Portago",8.9536502321709,-79.535579314017,17,4.5,4.4,4.2,133,0,1,0,0,0,0,0,13.100000000000001,Pizzeria Casco 507  (133 Check-ins)<br>Price: $17.<br>Rating: 13.1/15.
275,Viarepa ,['Venezolana'],Panamá,San Francisco,"Calle 75 este, plaza 75",8.9896520914934,-79.50349118560601,17,4.5,4.2,4.1,496,1,1,1,0,1,0,0,12.799999999999999,Viarepa  (496 Check-ins)<br>Price: $17.<br>Rating: 12.8/15.
532,A Dos Veinte Panamá ,['Parrillada'],Panamá,El Carmen/El Cangrejo,"Calle Manuel Espinosa Batista, frente al Crowne Plaza",8.983179199999999,-79.53219240000001,17,3.8,3.7,4.2,109,0,0,1,0,1,1,0,11.7,A Dos Veinte Panamá  (109 Check-ins)<br>Price: $17.<br>Rating: 11.7/15.
530,Los Toneles (Centennial) ,"['Internacional', 'Pizzeria']",Panamá,Condado del Rey,"Centennial Plaza, detrás de Mcdonalds",9.0305846,-79.531789,17,3.8,3.4,3.4,235,1,0,1,0,1,0,0,10.6,Los Toneles (Centennial)  (235 Check-ins)<br>Price: $17.<br>Rating: 10.6/15.
384,Oh - Toro (Condado del Rey) ,['Japonesa'],Panamá,Condado del Rey,"Plaza PH. Centennial Center, Donde se encuentra Global Bank",9.031742762567301,-79.532681266865,17,4.3,3.9,4.0,717,0,0,1,0,1,0,0,12.2,Oh - Toro (Condado del Rey)  (717 Check-ins)<br>Price: $17.<br>Rating: 12.2/15.
297,Ajisen Ramen ,"['Japonesa', 'Asiática']",Panamá,Obarrio,"Plaza City Mall, Local 3 PB",8.9882161684802,-79.5145389484,17,4.5,4.5,4.4,173,0,1,1,0,1,0,0,13.4,Ajisen Ramen  (173 Check-ins)<br>Price: $17.<br>Rating: 13.4/15.
525,Tambal ,['Internacional'],Panamá,San Francisco,"Av. Belisario Porras, frente al 99",8.993212351376,-79.516993761063,17,3.9,4.1,4.0,77,0,1,1,0,0,1,0,12.0,Tambal  (77 Check-ins)<br>Price: $17.<br>Rating: 12.0/15.
510,Pizza & Wings Sport Bar ,"['Pizzeria', 'Americana']",Panamá,Obarrio,"Campo Alegre, Calle San Lucas, Casa No. 2",8.981180899431699,-79.523722229933,17,4.0,4.3,4.2,83,1,1,1,0,1,1,0,12.5,Pizza & Wings Sport Bar  (83 Check-ins)<br>Price: $17.<br>Rating: 12.5/15.
363,Café Neto (Hospital Punta Pacífica) ,['Internacional'],Panamá,Paitilla/Punta Pacifica,Planta baja del Hospital Punta Pacífica,8.981861520754801,-79.510319531182,17,4.4,4.3,4.1,179,0,0,0,0,0,0,0,12.799999999999999,Café Neto (Hospital Punta Pacífica)  (179 Check-ins)<br>Price: $17.<br>Rating: 12.8/15.
354,Los Tarascos (Altos de Panamá) ,['Internacional'],Panamá,Condado del Rey,"Altos de Panamá, PH Sky Plaza, local 1, PB.",9.0375045364055,-79.527474828064,17,4.4,4.0,3.6,273,0,0,0,0,0,0,0,12.0,Los Tarascos (Altos de Panamá)  (273 Check-ins)<br>Price: $17.<br>Rating: 12.0/15.
475,Bushido Sushi and Japanese Food ,['Japonesa'],Panamá,Bella Vista,"Calle 42 Este, detras de Parque Urraca. Plaza Gourmet",8.974045944678199,-79.529621601105,17,4.1,3.9,3.3,239,0,1,1,0,1,0,0,11.3,Bushido Sushi and Japanese Food  (239 Check-ins)<br>Price: $17.<br>Rating: 11.3/15.
516,Cerditos (Condado del Rey) ,['Internacional'],Panamá,Condado del Rey,"Via Centario, detras de Centenial Plaza",9.0324103127532,-79.532264918089,17,3.9,3.5,3.7,208,0,1,1,0,0,0,0,11.100000000000001,Cerditos (Condado del Rey)  (208 Check-ins)<br>Price: $17.<br>Rating: 11.1/15.
346,Executive Cafe ,['Internacional'],Panamá,Bella Vista,Calle 52 y Aquilino de la Guardia,8.980994529986699,-79.525301232934,17,4.4,4.1,4.1,358,1,1,1,0,1,0,0,12.6,Executive Cafe  (358 Check-ins)<br>Price: $17.<br>Rating: 12.6/15.
337,100 Montaditos ,"['Internacional', 'Española']",Panamá,Paitilla/Punta Pacifica,"Multiplaza, piso 3",8.985403999999999,-79.51098,17,4.4,4.1,4.3,453,0,0,1,0,0,1,0,12.8,100 Montaditos  (453 Check-ins)<br>Price: $17.<br>Rating: 12.8/15.
350,Sen Vietnam ,['Vietnamita'],Panamá,El Carmen/El Cangrejo,"Calle José Isaac Fábrega. Edificio Raquel, local B (Enfrente del Restaurante Siete Mares)",8.986991096942699,-79.524804353714,17,4.4,3.9,3.7,317,0,1,0,0,1,0,0,12.0,Sen Vietnam  (317 Check-ins)<br>Price: $17.<br>Rating: 12.0/15.
322,Restaurante Vietnamita ,['Vietnamita'],Panamá,San Francisco,"Via Porras, Calle 68 Este, Casa 7A",8.9958307906066,-79.511376915344,17,4.4,4.0,3.5,924,1,0,0,0,0,0,0,11.9,Restaurante Vietnamita  (924 Check-ins)<br>Price: $17.<br>Rating: 11.9/15.
318,Los Tarascos (El Carmen) ,['Mexicana'],Panamá,El Carmen/El Cangrejo,"Av. Ramon Arias, Via Brasil. Frente a Power Club",8.9945807383959,-79.525619317791,17,4.4,4.2,3.7,1126,0,1,1,0,0,0,0,12.3,Los Tarascos (El Carmen)  (1126 Check-ins)<br>Price: $17.<br>Rating: 12.3/15.
479,Red Chicken (Costa del Este) ,"['Texmex', 'Americana']",Panamá,Costa del Este,Avenida Costa del Este con Calle La Antigua,9.0153765020014,-79.476510406711,18,4.1,4.0,3.8,199,1,1,1,0,1,1,1,11.899999999999999,Red Chicken (Costa del Este)  (199 Check-ins)<br>Price: $18.<br>Rating: 11.9/15.
528,Peskito (Centenial) ,"['Panameña', 'Caribeña']",Panamá,Condado del Rey,"Vía Centenario, Altos de Panamá",9.0328758652039,-79.533113837242,18,3.8,3.7,3.9,391,1,1,1,0,1,0,0,11.4,Peskito (Centenial)  (391 Check-ins)<br>Price: $18.<br>Rating: 11.4/15.
443,Oh - Toro (Albrook Mall) ,"['Japonesa', 'Internacional']",Panamá,Albrook/Clayton,"Albrook Mall, frente a los cines en planta alta",8.977546085145,-79.551785700023,18,4.2,4.1,4.1,313,0,0,1,0,0,0,0,12.4,Oh - Toro (Albrook Mall)  (313 Check-ins)<br>Price: $18.<br>Rating: 12.4/15.
502,Taberna la Malagueña (Calle Uruguay) ,['Internacional'],Panamá,Bella Vista,Calle Rogelio Alfaro y Calle Uruguay,8.977268192977,-79.525956697762,18,4.0,3.9,4.2,258,0,0,0,0,0,0,0,12.100000000000001,Taberna la Malagueña (Calle Uruguay)  (258 Check-ins)<br>Price: $18.<br>Rating: 12.1/15.
458,La Vaca Lola ,['Parrillada'],Panamá,Condado del Rey,"Altos de Panamá, Gran Plaza, Local 8",9.0409252533415,-79.528209053026,18,4.2,4.2,3.9,125,0,1,1,0,1,0,0,12.3,La Vaca Lola  (125 Check-ins)<br>Price: $18.<br>Rating: 12.3/15.
450,Katsudon ,['Japonesa'],Panamá,Condado del Rey,A lado de Novey Centenario,9.0309651238999,-79.530285460101,18,4.2,3.9,3.8,222,0,1,1,0,1,0,0,11.899999999999999,Katsudon  (222 Check-ins)<br>Price: $18.<br>Rating: 11.9/15.
518,Chuck E Cheese (Multiplaza) ,"['Americana', 'Internacional']",Panamá,Paitilla/Punta Pacifica,"Multiplaza Pacific, piso 3",8.986875300000001,-79.51267,18,3.9,3.8,4.3,180,1,1,1,0,1,0,0,12.0,Chuck E Cheese (Multiplaza)  (180 Check-ins)<br>Price: $18.<br>Rating: 12.0/15.
602,Parrillada el Carbón Rojo ,"['Parrillada', 'Pescados y Mariscos']",Panamá,El Dorado/Bethania,"Transistmica, frente a la entrada de Bethania",9.002395812352999,-79.522819519043,18,3.8,3.3,3.4,114,1,1,1,0,0,1,0,10.5,Parrillada el Carbón Rojo  (114 Check-ins)<br>Price: $18.<br>Rating: 10.5/15.
463,Sushi House (Marbella) ,['Japonesa'],Panamá,Marbella/Area Bancaria,Plaza New York,8.9816486922598,-79.520217776299,18,4.1,3.5,3.6,740,0,0,1,0,0,1,0,11.2,Sushi House (Marbella)  (740 Check-ins)<br>Price: $18.<br>Rating: 11.2/15.
612,Palo E Mango Garden Spot ,['Internacional'],Panamá,Albrook/Clayton,"Avenida Omar Torrijos, Plaza Pan Canal",8.9726414399589,-79.563478471689,18,3.7,3.8,4.3,107,0,1,1,0,0,0,0,11.8,Palo E Mango Garden Spot  (107 Check-ins)<br>Price: $18.<br>Rating: 11.8/15.
441,Churreria Manolo (Albrook Mall) ,['Internacional'],Panamá,Albrook/Clayton,"Albrook Mall, Afuera del pasillo del Efefante",8.975738400000001,-79.553404,18,4.2,4.2,4.0,349,1,1,1,0,1,0,0,12.4,Churreria Manolo (Albrook Mall)  (349 Check-ins)<br>Price: $18.<br>Rating: 12.4/15.
469,Leños & Carbón (Albrook Mall) ,"['Internacional', 'Parrillada']",Panamá,Albrook/Clayton,"Albrook Mall, pasillo del gorila, área de Magic Zone",8.971860000000001,-79.552616,18,4.1,3.7,3.3,361,0,1,1,0,1,0,0,11.1,Leños & Carbón (Albrook Mall)  (361 Check-ins)<br>Price: $18.<br>Rating: 11.1/15.
497,Churrería Manolo (Costa del Este) ,['Internacional'],Panamá,Costa del Este,"Plaza Real, Avenida Marina del Norte",9.022025621682,-79.462829232216,18,4.0,4.0,3.9,523,1,1,1,0,1,0,1,11.9,Churrería Manolo (Costa del Este)  (523 Check-ins)<br>Price: $18.<br>Rating: 11.9/15.
440,Las Hadas (Costa del Este) ,['Internacional'],Panamá,Costa del Este,"Avenida Centenario, Istrip Plaza, local 4",9.016687,-79.466676,18,4.2,3.9,4.0,427,0,0,1,0,1,0,0,12.1,Las Hadas (Costa del Este)  (427 Check-ins)<br>Price: $18.<br>Rating: 12.1/15.
514,Portolá Restaurante & Lounge ,['Internacional'],Panamá,San Francisco,"Calle 75, frente a la estacion de Policia.",8.990869094321301,-79.50385361909899,18,3.9,3.8,3.8,396,1,0,1,0,1,1,0,11.5,Portolá Restaurante & Lounge  (396 Check-ins)<br>Price: $18.<br>Rating: 11.5/15.
435,Churreria Manolo  (Obarrio) ,['Internacional'],Panamá,Obarrio,Ave. Abel Bravo  y Calle Juan Ramón Poll,8.988083,-79.520111,18,4.2,4.1,3.9,622,1,1,1,0,1,0,1,12.200000000000001,Churreria Manolo  (Obarrio)  (622 Check-ins)<br>Price: $18.<br>Rating: 12.2/15.
226,La Tapa del Coco ,"['Caribeña', 'Panameña']",Panamá,San Francisco,"Calle 68 Este, Terrazas 68",8.9943316519654,-79.510969519615,18,4.6,4.4,4.0,1506,1,0,1,0,1,1,0,13.0,La Tapa del Coco  (1506 Check-ins)<br>Price: $18.<br>Rating: 13.0/15.
345,Oh - Toro (Costa del Este) ,['Japonesa'],Panamá,Costa del Este,"Avenida Centenario, Rada Plaza",9.0153241882838,-79.47749421000499,18,4.4,4.1,4.2,378,0,1,1,0,0,0,0,12.7,Oh - Toro (Costa del Este)  (378 Check-ins)<br>Price: $18.<br>Rating: 12.7/15.
340,Crepes & Waffles (Town Center) ,"['Internacional', 'Gourmet']",Panamá,Costa del Este,"Avenida Costa del Mar, Town Center, piso 2",9.011670103000501,-79.464955218136,18,4.4,4.2,4.3,425,0,1,1,0,1,0,0,12.900000000000002,Crepes & Waffles (Town Center)  (425 Check-ins)<br>Price: $18.<br>Rating: 12.9/15.
334,Taberna la Malagueña ,['Española'],Panamá,El Carmen/El Cangrejo,"Calle Jose Isaac Fabrega, Edificio Marina",8.9890860363166,-79.524428844452,18,4.4,4.4,4.5,505,1,0,0,0,1,0,0,13.3,Taberna la Malagueña  (505 Check-ins)<br>Price: $18.<br>Rating: 13.3/15.
231,Sabor de La India ,['India'],Panamá,Bella Vista,Calle 51,8.979951356528302,-79.525909423828,18,4.6,3.9,3.3,641,0,1,0,0,0,1,0,11.8,Sabor de La India  (641 Check-ins)<br>Price: $18.<br>Rating: 11.8/15.
332,Taco T   Taquerias (San Francisco) ,['Mexicana'],Panamá,San Francisco,"Calle 77, Nro. 15",8.99164,-79.50183100000001,18,4.4,4.3,3.9,513,0,0,1,0,0,0,0,12.6,Taco T   Taquerias (San Francisco)  (513 Check-ins)<br>Price: $18.<br>Rating: 12.6/15.
325,Oh - Toro (San Francisco) ,"['Japonesa', 'Asiática']",Panamá,San Francisco,"Calle 66, Plaza Belén Shops",8.9944621264243,-79.512896686792,18,4.4,4.2,4.1,663,0,0,1,0,1,0,0,12.700000000000001,Oh - Toro (San Francisco)  (663 Check-ins)<br>Price: $18.<br>Rating: 12.7/15.
268,Crepes & Waffles (Altaplaza Mall) ,['Gourmet'],Panamá,Condado del Rey,"Via Centenario, Mall Altaplaza, Food Court",9.0294255973369,-79.534378498793,18,4.5,4.3,4.2,822,0,1,1,0,1,0,0,13.0,Crepes & Waffles (Altaplaza Mall)  (822 Check-ins)<br>Price: $18.<br>Rating: 13.0/15.
234,Jumbo ,"['Internacional', 'China']",Panamá,El Dorado/Bethania,Galerías Alhambra. al lado del Sol de la India.,9.009686252002801,-79.533921182156,18,4.6,4.2,3.0,396,1,0,1,0,0,0,0,11.8,Jumbo  (396 Check-ins)<br>Price: $18.<br>Rating: 11.8/15.
312,Dainer 16 ,['Americana'],Panamá,San Francisco,"Final de la calle 65 llegando a Vía Porras, Casa Nro. 16",8.9935067476357,-79.51370302587699,18,4.4,4.0,4.2,1532,0,0,1,0,1,0,1,12.600000000000001,Dainer 16  (1532 Check-ins)<br>Price: $18.<br>Rating: 12.6/15.
245,La Rotisería ,"['Argentina', 'Fusion']",Panamá,Albrook/Clayton,"Calle al Hospital, Plaza Clayton , Local No. 5",9.003089893971099,-79.573615193367,18,4.6,4.6,4.1,178,1,1,1,0,1,1,1,13.299999999999999,La Rotisería  (178 Check-ins)<br>Price: $18.<br>Rating: 13.3/15.
246,We Fresh Market (Costa del Este) ,['Saludable'],Panamá,Costa del Este,Ocean Mall. al lado del Hotel Westin,9.0098597690328,-79.474427774549,18,4.6,4.4,4.0,150,0,1,1,0,1,0,1,13.0,We Fresh Market (Costa del Este)  (150 Check-ins)<br>Price: $18.<br>Rating: 13.0/15.
294,Hippies ,['Internacional'],Panamá,Casco Antiguo,"Avenida A, con Calle 12",8.951853427738099,-79.53843399882301,18,4.5,4.4,4.2,192,0,1,0,0,0,0,0,13.100000000000001,Hippies  (192 Check-ins)<br>Price: $18.<br>Rating: 13.1/15.
279,Taco T Taquerias  (Costa del Este) ,['Mexicana'],Panamá,Costa del Este,Avenida de La Rotonda. Downtown Plaza Local 7,9.008937544931099,-79.478225111961,18,4.5,4.3,3.9,410,0,0,0,0,0,0,0,12.700000000000001,Taco T Taquerias  (Costa del Este)  (410 Check-ins)<br>Price: $18.<br>Rating: 12.7/15.
272,Crepes & Waffles (Multiplaza) ,"['Internacional', 'Gourmet']",Panamá,Paitilla/Punta Pacifica,"Multiplaza Pacific, 3er piso, Food Court",8.9837345846394,-79.511087536812,18,4.5,4.2,4.0,710,0,1,1,0,1,0,0,12.7,Crepes & Waffles (Multiplaza)  (710 Check-ins)<br>Price: $18.<br>Rating: 12.7/15.
372,Oh - Toro (El Dorado) ,"['Japonesa', 'Asiática']",Panamá,El Dorado/Bethania,"Calle 71B Oeste, Plaza La Felicidad",9.0067016798176,-79.534848555923,18,4.4,4.1,4.4,139,0,1,1,0,0,1,0,12.9,Oh - Toro (El Dorado)  (139 Check-ins)<br>Price: $18.<br>Rating: 12.9/15.
215,Zi Maria (Albrook) ,,Panamá,Albrook/Clayton,PanCanal Plaza Building,8.9716396,-79.56614859999999,18,4.7,4.6,4.4,79,0,0,0,0,0,0,0,13.700000000000001,Zi Maria (Albrook)  (79 Check-ins)<br>Price: $18.<br>Rating: 13.7/15.
264,Wings Famous Grill ,['Americana'],Panamá,Paitilla/Punta Pacifica,"Via Israel. Mall Multiplaza, nivel 2",8.9868011200791,-79.51164003173801,18,4.5,4.1,4.3,1083,0,0,1,0,0,0,0,12.899999999999999,Wings Famous Grill  (1083 Check-ins)<br>Price: $18.<br>Rating: 12.9/15.
210,Taj Mahal ,['India'],Panamá,Obarrio,"Calle 60, PH Rosita Local 1, Cerca De Riko Pollo",8.990189891342599,-79.519952237606,18,4.7,4.2,3.4,224,1,0,1,0,1,1,0,12.3,Taj Mahal  (224 Check-ins)<br>Price: $18.<br>Rating: 12.3/15.
434,El Mesón del Prado ,"['Española', 'Internacional']",Panamá,El Dorado/Bethania,Vía Rdo J. Alfaro,9.0036912536853,-79.532778561115,18,4.2,4.0,3.8,624,0,0,0,0,0,0,0,12.0,El Mesón del Prado  (624 Check-ins)<br>Price: $18.<br>Rating: 12.0/15.
405,Ramen 81 ,['Japonesa'],Panamá,San Francisco,"Calle 68 Este, Via Porras. Kamilah Plaza",8.994594918909,-79.51113380491701,18,4.3,4.4,4.1,213,0,1,1,0,1,0,0,12.799999999999999,Ramen 81  (213 Check-ins)<br>Price: $18.<br>Rating: 12.8/15.
394,Los Tarascos (Bella Vista) ,['Mexicana'],Panamá,Bella Vista,"Calle 50, a lado de la Estación Delta",8.9791067182346,-79.525425118524,18,4.3,4.0,3.7,371,0,1,1,0,0,0,0,12.0,Los Tarascos (Bella Vista)  (371 Check-ins)<br>Price: $18.<br>Rating: 12.0/15.
310,Bad Gallo ,"['Parrillada', 'Pollo Asado']",Panamá,Costa del Este,Plaza Downtown,9.009103742092698,-79.47776220699001,19,4.4,4.5,4.5,2094,1,0,1,0,1,1,0,13.4,Bad Gallo  (2094 Check-ins)<br>Price: $19.<br>Rating: 13.4/15.
425,Las Hadas (San Francisco) ,['Internacional'],Panamá,San Francisco,"Via Israel y Calle 77, dentro del Hotel Sheraton",8.9891285306514,-79.50142621994,19,4.2,3.7,3.9,1402,1,1,1,0,0,0,0,11.8,Las Hadas (San Francisco)  (1402 Check-ins)<br>Price: $19.<br>Rating: 11.8/15.
